index,track_id,artists,album_name,track_name,track_genre
8330,36ndD0PrOlo8NYc4xmZBZe,MC Cabelinho;Dallass,LITTLE HAIR,PODER BÉLICO,funk
8331,5S9KnOMLC5vRckzbvzasEs,Hoobastank,Обратно в клас - rock,The Reason,funk
8332,65qfqXncAHuQKC3PsRvUl4,Jão,ANTI-HERÓI,Fim De Festa,funk
8333,1ABzvnkHLpLaIN7VlB00LJ,Kinky,Kinky (Remastered),Soun Tha Mi Primer Amor - Remastered,funk
8334,33rW1R255LIt4FrZso6rSm,Mc Kako;MC Joãozinho VT;MC Leozinho ZS;MC Neguinho do Kaxeta;Mc Kadu;DJ JR No Beat,Nóis é o Funk,Nóis é o Funk,funk
8335,7dTWdIfi4ywqquu0aJCrad,Tz da Coronel;Caio Passos,Vida de Rei,Vida de Rei,funk
8336,5pIXg8cywRwdTyFeVsWtht,Hoobastank,OO's Music Grandi Successi,The Reason,funk
8337,2TpfIIAtMFi3ta7dncAT3o,MC Rhamon,Visão de Cria,Visão de Cria,funk
8338,4nwpxJireCHR0SSVYMoCl1,Mc Kevin,Vida de Artista,Vida de Artista,funk
8339,5jupXUgfjIUAxq7LE3EReW,Mc Souza;MC MENOR MT,Ela Faz Horrores Com a Xrc Dela X Cala a Boca,Ela Faz Horrores Com a Xrc Dela X Cala a Boca,funk
8340,0zcISkfQxGkJHxpziO8fu6,James Brown,Miami Funk : Funk Gems from Henry Stone Records,Smokin' & Drinkin',funk
8341,6BvxXU49ho2foOtgd4dgXb,MC Hariel,"Chora Agora, Ri Depois",Espancando Recalque,funk
8342,0Q3u1U6aZno2QIC9Go10KA,Barry White,Disco Boogie Mood,"Can't Get Enough Of Your Love, Babe",funk
8343,5w5Ffx0F8Hpf3jlQq2mVoZ,MC Joãozinho VT;Mc Kako;Mc Don Juan;MC Ryan SP;DJ BOY;DJ 900,Longe das Intrigas,Longe das Intrigas,funk
8344,7lhxbliD1eFzb5WWk0LZvO,Barry White,70s Christmas Party,"Can't Get Enough Of Your Love, Babe",funk
8345,7AO8jwZqGfKckV14CuQMLC,Djay W;MC Marks;MC Ryan SP;MC Joãozinho VT;Mc Vitão Do Savoy,Set DJay W 6,Set DJay W 6,funk
8346,3OEibyyCCt9NMNjVlu1ctf,Barry White,On air 70's Hits,"Can't Get Enough Of Your Love, Babe",funk
8347,7hYd46C5iQqk2SkJk0uGB8,Al Green,REGNIG DAG,Standing In The Rain,funk
8348,2DTJCl4QX9NZwF1dCLQkqr,Barry White,Disco Boogie Mood,"You're The First, The Last, My Everything - Single Version",funk
8349,0CpD1QAw1DFevvlvjGkAO9,James Brown,A Very 60s Christmas,Let's Make Christmas Mean Something This Year - Pts. 1 & 2,funk
8350,4AE7Lj39VnSZNOmGH2iZaq,2Pac,R U Still Down? [Remember Me],Do For Love,funk
8351,3Ga6eKrUFf12ouh9Yw3v2D,Anitta;J Balvin,Downtown,Downtown,funk
8352,64BbK9SFKH2jk86U3dGj2P,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,funk
8353,6tDxrq4FxEL2q15y37tXT9,2Pac,Me Against The World,Dear Mama,funk
8354,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,funk
8355,1SWVDBtw6h3tm9OehOkDhv,Dr. Dre;Eminem;Xzibit,2001,What's The Difference,funk
8356,2oaK4JLVnmRGIO9ytBE1bt,Red Hot Chili Peppers,The Getaway,Dark Necessities,funk
8357,3G8gF1ClzlQBV66fz6S6JB,Trilha Sonora do Gueto,Us Fracu Num Tem Veiz,Favela Sinistra,funk
8358,3CPror2JNhqGuS8AjaAoKu,Tasha & Tracie;Mu540;Febem;ONNiKA,Diretoria,Lui Lui,funk
8359,00Ofee5Bbfstz49RfSL0oM,Gloria Groove;Sorriso Maroto,LADY LESTE,TUA INDECISÃO,funk
8360,6adqtz7Gy38l5RZ48T2wJZ,Mc Kako;MC Marks;Pêpa Beatmaker,Muita Fé,Muita Fé,funk
8361,3PsdLJLXrEni5DKuCZvvvU,Dj Tg Da Inestan;Mc Gw;DJ Ws da Igrejinha;Mc Morena;MC Fahah;MC Rkosta,Vai Ser Só no Fodi Fodi,Vai Ser Só no Fodi Fodi,funk
8362,20ZP3Om9DvDazXrNUC7WM2,Rudimental;Jess Glynne;Macklemore;Dan Caplen,Toast to Our Differences (Deluxe Edition),"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",funk
8363,1V84nWUcaKN1j3vYvxfd5t,Rick James;Teena Marie,Un tecito y a mimir,Fire And Desire,funk
8364,1JQ1ylL2JEjC6Ib7IJgOvS,Mc Don Juan,7 Chaves,Coração Amoleceu,funk
8365,4xnNJLKvpSw2fYBuoFqKx4,MC Paulin da Capital;Dj GM;DJ BUNE,Mandrake na Voz,Mil Motivos,funk
8366,3ZOTcjfTQVbNZ8Aywsz0g8,MC Joãozinho VT;MC Ryan SP;DJ BOY;DJ 900,Coração na Revoada,Coração na Revoada,funk
8367,5jGQrDqkxAnsBcZJfvaQg0,Rick James,Happy Haunted Halloween Tunes,Super Freak,funk
8368,56bIULTF1ptLquBDUdVVGc,Mc Bruninho da Praia,Jovem Sonhador,Jovem Sonhador,funk
8369,6lsK7EZVkde4YFRvMp9vJh,Mc IG;MC Ryan SP,Vou de Lacoste 2,Vou de Lacoste 2,funk
8370,2w8OZpyOHhT0ykCqLfejQB,Commodores,On air 70's Hits,Easy,funk
8371,3576G2Yxt4aDhlRBjamrOE,Commodores,Coffee Break,Three Times A Lady,funk
8372,3i07qx4CchqLePCkP9WHzE,Mc Vitão Do Savoy;Mc Magal;Mc Neguin da VL;Mc Kadu;Salvador Da Rima;Dj Murillo e LT no Beat,Os 4 Cantos,Os 4 Cantos,funk
8373,0m2lsuKeOfZwulUmLiMl10,DJ BOY;MC Joãozinho VT;Mc Kako;MC Ryan SP;Mc Kadu;MC Cebezinho;Mc Kelvinho,Banho de Shopping,Banho de Shopping,funk
8374,0uUgBV4rY00nkgG2PeIBuq,Sanchezz DJ;MC Meno Dani;DJ PANDISK;DJ GUSTAVO DA VS;DJ Jeeh FDC,MEGA FUNK VOLTEI PRA CACHORRADA X COCOTA FEIA PRA CARALHO (feat. DJ GUSTAVO DA VS & DJ Jeeh FDC),MEGA FUNK VOLTEI PRA CACHORRADA X COCOTA FEIA PRA CARALHO (feat. DJ GUSTAVO DA VS & DJ Jeeh FDC),funk
8375,57zgzNUat2Z3OPLQREeEOe,MC Marks;Vulgo FK;Kawe;MC Caverinha;KayBlack,Eu Peço Paz,Eu Peço Paz,funk
8376,4nzbkdiJ0GzxNUhVFz43j4,Atitude 67,Atitude 67 (Ao Vivo),Casal Do Ano (Plutão) - Ao Vivo,funk
8377,3dJajkgfSOT6TUYdobJgbz,James Brown,Fiesta temática 60s,Christmas In Heaven,funk
8378,1sIycj2RfpZbI4Msmgzlt8,Commodores,Coffee Break,Sail On,funk
8379,5gyRdKCA86HTIavmgFRYHs,Mc Kevin,Navegando no Mar,Navegando no Mar,funk
8380,5IT7XxS3ioreEHQ2QYvMvI,DJ Arana,EU SOU O MAGO: Á ORIGEM,EU SOU O MAGO: Á ORIGEM,funk
8381,4I2YBItd5io6ljzNTgvAcG,Mc Kadu;MC Rodolfinho;Dj Nene,Desenvolto 2,Desenvolto 2,funk
8382,0LEsbrfyc3hIaj1uuGs7pc,George Benson,80's,Give Me the Night (Single Version),funk
8383,0H1pXo2rOF0oVP1egktsuk,Mc Kevin;DJ Negret;Dj Luan MPC,Passado & Presente,Vida Longa,funk
8384,2nrTGa0tJjTypIjpavxMwW,Mc Tocha;Raphaela Santos,Não Vou Desistir,Não Vou Desistir,funk
8385,4BrvRsCZ1fY6NPJMtDKGFD,James Brown,70s Christmas Party,Christmas Is Love,funk
8386,6MnQUdBP9yW2xcmHMCtcqN,James Brown,Disco Boogie Mood,Get Up Offa That Thing,funk
8387,3nhWAoUvuEkj1wjZyEXd3R,James Brown,Christmas Soul Classics,Signs Of Christmas,funk
8388,7iWku14DAw9BS3mftbVEeK,James Brown,70s Christmas Party,Go Power At Christmas Time,funk
8389,0eo4fC0SupodlnCtQESLXz,James Brown,A Very 60s Christmas,Soulful Christmas,funk
8390,4EXoyGeHXMoaxM4RthcM1g,James Brown,A Very 60s Christmas,"Merry Christmas, I Love You",funk
8391,4dKwb1qsM2IMjE9MJ2k3tk,James Brown,Christmas Soul Classics,Soulful Christmas,funk
8392,55ylf41631zamPuw4f2SLH,James Brown,60s Christmas Party,Soulful Christmas,funk
8393,77y3PmFe7qRa2prWTYGw0w,Tz da Coronel;Vinta;CalliCartel,É o Trem!,É o Trem! É o Trem!,funk
8394,7CRq6EqepmU0tCp21MFkeq,James Brown,Christmas Eve At Home,Santa Claus Go Straight To The Ghetto,funk
8395,2vVVKj5p0Lb3Kc3Grs37Ls,James Brown,A Very 60s Christmas,Santa Claus Go Straight To The Ghetto,funk
8396,0KssXd0eRu50VRoAukreZL,James Brown,Home For Christmas 2022,Santa Claus Go Straight To The Ghetto,funk
8397,3fce7cgk4a8iYcPi2aWIam,James Brown,Home At Christmas,Santa Claus Go Straight To The Ghetto,funk
8398,7aoJALsQuyzF9KnkO7AwXf,James Brown;The Original J.B.s,Disco Boogie Mood,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",funk
8399,0mvd1e01EQ5DuOELeypHKf,James Brown,Classic Christmas Music 2022,Let's Make Christmas Mean Something This Year - Pts. 1 & 2,funk
8400,1ofhfV90EnYhEr7Un2fWiv,2Pac;Talent,Greatest Hits,Changes,funk
8401,7tqhbajSfrz2F7E1Z75ASX,Marvin Gaye;Tammi Terrell,United,Ain't No Mountain High Enough,funk
8402,745H5CctFr12Mo7cqa1BMH,The Temptations,The Temptations Sing Smokey,My Girl,funk
8403,2GqCEJpzmD81AJ2H0Hyz5T,MC Kaique da VP,Taca a Xereca pra Mim,Taca a Xereca pra Mim,funk
8404,61dCUoMCg28qEBzrW6htYM,Clean Bandit;Jess Glynne,New Eyes,Rather Be (feat. Jess Glynne),funk
8405,142YjJNOuXjzeSDnB1ujw1,MC Levin,Sua amiga deu,Sua amiga deu,funk
8406,1GW9HiviLL0kWgcKhzpfoE,Gaab;MC Hariel,Só Por Hoje,Só Por Hoje,funk
8407,3G79AJm9H5lKnngSgBT21L,Mc Davi;Cynthia Luz;Felipe Flip;Pedro Lotto;Paiva Prod,Ela Tá Que Tá,Ela Tá Que Tá,funk
8408,44SoNflj7JIydOLCVoa9Vy,UCLÃ;Major RD;Sos,Bola de Haxixe,Bola de Haxixe,funk
8409,4geFAtUdYY2IG35eLVr5CY,Mc Davi,Surtada,Surtada,funk
8410,5M8e1as5YJkh02XWaM2J5L,Rick James,Helloween Party,Super Freak,funk
8411,0wXRCkT2AfVGS6E6ZtmGW3,ZAAC;Anitta;Tyga,Perreo Tenebroso Vol. 4,Desce Pro Play (PA PA PA),funk
8412,5elz7Ovan3KbnsP7lEtoXe,MC Hariel;Mc Pedrinho,Mundão Girou (Regravações) [Ao Vivo],4M no Toque - Ao Vivo,funk
8413,5kmgSonmf5zfWs3nF7GBXz,Mc Lele JP,Determinação 2,Determinação 2,funk
8414,3XsnWRMGM7gooBbdY6huSr,DJ Lg do Sf;GORDÃO DO PC;DJ 2K DO TAQUARIL;MC Garoto;Mc Leozin,Bebel,Bebel,funk
8415,48zE1jY1K1oqjpD3G6UGfH,MC Cabelinho;Ajaxx,OUTRO PATAMAR,OUTRO PATAMAR,funk
8416,1D18MMOF1hNEurbJPv0QCH,Thiago Brava;Unha Pintada,Alô Polícia,Alô Polícia,funk
8417,7eL0pC73XR5EF940YEk79k,Kyan,Mandrake,Mandrake,funk
8418,1YpHyt9OaNL6Jk2F5pRyCm,Rick James,80s Bangers Vol. 1,Super Freak,funk
8419,6Ue3Pam5yCOWSjvzuZNOQP,MC Joãozinho VT;DJ BOY,Meu Momento,Liga e Me Chama,funk
8420,1qxWp3d99kXCi037AroSUr,Rick James,Disco Boogie Mood,Super Freak,funk
8421,2byj1f7sfew1edzk5NrHoe,Rick James,Workout Hits 2023,Super Freak,funk
8422,0Sx5UZn7jHCNYypi6IDGGg,Dj Victor;DJ BOY;Mc Kadu;MC Joãozinho VT;Mc Ruzika;MC V7;Mc Dimenor Dr;MC Leozinho ZS,SET Dj Victor & Dj Boy,SET Dj Victor & Dj Boy,funk
8423,22LjfafJJbajmRvtsSTGcZ,KayBlack;MC Ryan SP;Nagalli;WEY,"Não É Conselho, É Visão","Não É Conselho, É Visão",funk
8424,3mKmbi4o7JIIr6lc6lF4Md,MC Hariel;MC Ryan SP;DJ Luan Beat 7;MC Marks;Mc Kanhoto;Mc Magal;Chris Helv,Quantos Não Dava Nada,Quantos Não Dava Nada,funk
8425,7ob56J7oycNWZP29dTVVPF,Mc Davi;Gaab;Mc Don Juan,Nada Vai Superar Você,Nada Vai Superar Você,funk
8426,7DCiOOtP3baRrHoSzlkNuj,Chaka Khan,OK Boomers - Top Tunes,I Feel for You,funk
8427,5ZGi5hOuP2XyRanflEVD2P,Mc PP da VS,Areia Branquinha,Areia Branquinha,funk
8428,3t2LAmQsVGxY3MBlLao4oA,Mc Kevin,Isolado No Quarto,Roubou Meu Coração,funk
8429,4EO1KrWmRDAaj71pEtKCuC,Dj Victor;Mc Kadu;Mc Paiva ZS;MC G10,Patraozão,Patraozão,funk
8430,0ZVlFLp6Yl9nHhAcqMzmS9,Rick James,80s Bangers Vol. 2,Give It To Me Baby,funk
8431,5Akb1w6HGjt4O7Ynha61gN,Mc Vzs;DJ Vilão,Medley Vale das Sombras,Medley Vale das Sombras,funk
8432,2CjmX9aRcnD1UKAkWPz0jf,Chaka Khan,R'n'B Studying,Where Are You Tonite,funk
8433,2MzqaH1uZ31LcBKSX6aI7F,Four Tops,Christmas Faves 2022,Little Drummer Boy,funk
8434,6cvDQENZlOeBkTBJl5yUdk,Extreme,90's Music Grandi Successi,More Than Words,funk
8435,7hke4o18WMJDxYpNkmYuYl,Extreme,Los Clásicos del Pop 90s,More Than Words,funk
8436,1ZitTmSr7Qj4M6LPHnxI5c,Four Tops,Classic Christmas Music 2022,Little Drummer Boy,funk
8437,6dL5J3pfax49nEyvqz0ZcU,Rick James,Halloween 2022,Super Freak,funk
8438,5XbjnXDZgLSLTfh1R8L7vM,Faith No More,80's,Epic - Radio Edit,funk
8439,4xnI010evg5eWGhs953Gz9,GIULIA BE,Trending Pop,menina solta,funk
8440,411ZgO67nKxR1lg44sYnlW,Simone & Simaria,Bar Das Coleguinhas (Ao Vivo),Quando O Mel É Bom - Ao Vivo,funk
8441,50ScQSopF80pIkO3ZpWJri,Mc Kevin;Mc Don Juan,Cavalinho,Cavalinho,funk
8442,3F8dSAI8l3euloq5a8EenB,Faith No More,Maintain Your Mojo,Epic,funk
8443,3exrP8BsX7hx42k5WfLvQ6,Caio Passos;MC Ryan SP;Mc Davi;Mc Magal;MC PH;Mc Don Juan;Mc IG,O Espetáculo,To em Frente ao Mar,funk
8444,0SLjeqwh5iy8DZcaGNIaHJ,Faith No More,Timeless Rock Hits,King for a Day,funk
8445,6EIVqF0OkgxR49LOohMsxM,Tz da Coronel;CalliCartel,É o Trem!,Mdl City,funk
8446,6f0BCLXP3ZZYnl8TmaoWCd,The Supremes,Rockin' Around The Christmas Tree 2022,Silver Bells - Stereo,funk
8447,2KXCPIak6A0jbTiMfoY4Sr,Mc Kevin;Dj Luan MPC;DJ Glenner,A Última,A Última,funk
8448,59mGCC08pYEwStwO3oTLfH,Faith No More,Metal,War Pigs,funk
8449,26OO9xqiEAxTO8pgugvQ56,Bloodhound Gang,90's Music Grandi Successi,The Bad Touch,funk
8450,4OoYfejHABzYe2mG8p5s8b,Clean Bandit;iann dior,Higher (feat. iann dior),Higher (feat. iann dior),funk
8451,54X78diSLoUDI3joC2bjMz,Prince,Purple Rain,Purple Rain,funk
8452,1MTQHCpraD4S8g5PAFKzoj,Limp Bizkit,Results May Vary,Behind Blue Eyes,funk
8453,2avKuMN2QXkaG9vvHa2JLt,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Take A Look Around,funk
8454,2wVQcA1YCuGL6EW0QbgVoV,Clean Bandit;A7S,Everything But You (feat. A7S),Everything But You (feat. A7S),funk
8455,4horm0SEWe8kMxFjdf7Aab,Felp 22;Medellin;Sueth,Joias do Bairro,Paranoia,funk
8456,4atuUpMdGfq9JeRI6OQxM7,Pk;Orochi;Felp 22;Adamovich;Marginal Supply;Medellin,Marginais Acústico #1,Marginais Acústico #1,funk
8457,59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,funk
8458,24LcL4sIAVmNkN4pj3HYKv,MC Hariel,Xt,Xt,funk
8459,5BVEbUAtYZAPciUbO5qDsQ,MC V7;MC Gui Gomes,Desisto Nunca,Desisto Nunca,funk
8460,5VXWbvVZi2eCx6SSN4fZTU,Mc Lele JP;MC Vitinho Jóia;Aluado;Leo Square;ARTHNAMIX,Eu Sou Bom,Eu Sou Bom,funk
8461,51Zy1YbrexMVhGOWT9Eji4,KayBlack,Zoológico,Zoológico,funk
8462,4df3O7o8sTnW95Ow2OlUb3,MC Hariel;Lauana Prado,Mundão Girou (Deluxe),Profecia,funk
8463,1GmcAwGupJea9KVsSXRGEo,Chaka Khan,80's,Ain't Nobody,funk
8464,7HIQSbV8s3wrXIj7NpP2iD,Mc Kevin;DJ Negret,A Favela Venceu,A Favela Venceu,funk
8465,4XYxoxG8yKTA3gKihxOiIZ,Tz da Coronel;PL ATL,Carro Bicho,Carro Bicho,funk
8466,1COJdoqBNXXwEOkrO55517,Hyperanhas,Clima Diferente,Clima Diferente,funk
8467,5I9Wovsej8nbTaa0AMdneR,Four Tops,Fiesta temática 60s,Reach Out I'll Be There - Single Version / Mono,funk
8468,422pKm3doR7R6EEGQTWlCC,Dj Victor;Mc PP da VS;Mc Ruzika;MC Ryan SP;Mc Kadu;MC Menor da VG;Mc Davi,Set Dj Victor 3.0,Set Dj Victor 3.0,funk
8469,3w6tccnYbP5rrtBIDKErpP,Mc Lele JP;Lezin do Peri;DJ Gordinho,Solta o Foguete,Solta o Foguete,funk
8470,3otJCDpdQrrH8R1Ik04enX,Chaka Khan,Slow Down Soul,Any Old Sunday,funk
8471,1DDjP27UEP7avthMjxfOtU,Four Tops,On air 70's Hits,Keeper Of The Castle,funk
8472,7zP88D5LLxtm5HXfcLwuDO,MC Neguinho do Kaxeta;Mc Huguinho,"Fé, Prego e Maderite","Fé, Prego e Maderite",funk
8473,1qnCh4pnEt4Rd6DEePwS08,Four Tops,Christmas Soul Classics,Have Yourself A Merry Little Christmas,funk
8474,1b0V8VyZD9XyyXYQG0lN5K,Four Tops,Classic Christmas 2022,Have Yourself A Merry Little Christmas,funk
8475,0j4C1WMTpJpTwIYyquYDah,Four Tops;Aretha Franklin,Classic Christmas Music 2022,Christmas Here With You,funk
8476,53qyJwZ8xbHr1DIOx45tGW,Chaka Khan,Gourmet Soul,Ain't Nobody,funk
8477,5If7QGlDFeLgn5hHy0OZAE,The Supremes,Christmas Songs 2022,Silver Bells - Stereo,funk
8478,3cdvpzOwafSUPewl5M2jZL,Four Tops,60s Christmas Party,"I Can't Help Myself (Sugar Pie, Honey Bunch)",funk
8479,3MCVvyB0VJ06E0xqlN1aKb,Mc Vzs;Dj Chaves,Entra a Paz e a Guerra,Entra a Paz e a Guerra,funk
8480,16sVMC69olraqLc5i8shvO,The Supremes,Weihnachten Musik,Silver Bells - Stereo,funk
8481,4SyKGgAuNMgRXHgalKbA7R,The Supremes,Classic Christmas 2022,My Favorite Things - Stereo,funk
8482,4BxHd0qZINzh99YC1Enwlh,The Supremes,60s Christmas Party,Baby Love,funk
8483,4XWalzsKuGxujpmYN1JMvJ,The Supremes,pov: you hear the bells jingle,Silver Bells - 2015 Mix,funk
8484,1YmavNGmgWmsLe6OZX6sJC,Dexter;Função;Mano Brown,"Exilado Sim, Preso Não",Eu Sô Função,funk
8485,40wyy7YGcamBQI7lIASz5s,The Supremes,Christmas Classics,Silver Bells - Stereo,funk
8486,4t8FOtt2xPRrxlhiqW1sKz,The Supremes,Christmas Soul Classics,Children's Christmas Song - Stereo,funk
8487,0aSXJqJQStp2UhSJYndLCz,The Supremes,A Very 60s Christmas,Children's Christmas Song - Stereo,funk
8488,03Gkwcxnqw20G27uEvIxSM,The Supremes,A Very 60s Christmas,Born Of Mary - Stereo,funk
8489,1G2foJrzF9F4PcLx1bpSmu,The Supremes,60s Christmas Party,Little Bright Star - Stereo,funk
8490,4bmFTB79L8PUgBgNvXL3ra,The Supremes,A Very 60s Christmas,Little Bright Star - Stereo,funk
8491,4Gswlf1lBeiLZ2xLjDUnf8,The Supremes,Christmas Soul Classics,Little Bright Star - Stereo,funk
8492,5lbbKWBKV65RjUGOI8C4fd,The Supremes,A Very 60s Christmas,My Favorite Things - Stereo,funk
8493,5EgFVmxJrYV6w3KyZGUa0x,The Supremes,Classic Christmas Music 2022,Children's Christmas Song - Stereo,funk
8494,2lzFbwCJmKbDgwTSEJyEob,The Supremes,Christmas Playlist 2022,My Favorite Things - Stereo,funk
8495,550FeVqX2mcfBgriJPJRzz,The Supremes,Best Christmas Songs 2022,My Favorite Things - Stereo,funk
8496,1VCZcKzxff1EmN8eNcFVZy,The Supremes,Best R&B Tunes,"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",funk
8497,5aJsZdmc9DKHPgN8P9uzvP,The Supremes,Best Christmas Music 2022,My Favorite Things - Stereo,funk
8498,52u5RRaWoi6S6X41aKNw85,The Supremes,Blinding Lights,"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",funk
8499,3psxuaMFjgmD2wFTUvBQ4J,The Supremes,Best R&B Tunes,"If My Friends Could See Me Now/Nothing Can Stop Us Now/Once In A Lifetime - Medley/Live On The Ed Sullivan Show, February 15, 1970",funk
8500,3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",Raise!,Let's Groove,funk
8501,1dtTRXifeGC51adYy0902s,Yung Bae;bbno$;Billy Marchiafava,Bad Boy,Bad Boy,funk
8502,7sKt5Y2zJpYw78iAxndB8y,2Pac;Rappin' 4-Tay,All Eyez On Me,Only God Can Judge Me (ft. Rappin' 4-Tay),funk
8503,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,Stadium Arcadium,Dani California,funk
8504,6eCmK3GQyFuTNWCJHsaF9d,Clean Bandit;Topic;Wes Nelson,Drive (feat. Wes Nelson),Drive (feat. Wes Nelson),funk
8505,3FkeNbs9Zeiqkr3WkbOiGp,Anitta,Versions of Me,Envolver,funk
8506,7qV64D06LiaAKbVEWhQG6v,DJ CARAI;DJ Luan Qr,Rave Low,Rave Low,funk
8507,6JSedYl1Y7I5Wax8A1UYM9,Mc Davi;MC Ryan SP;Gaab,Me Deixou Só (Acústico),Me Deixou Só (Acústico),funk
8508,1p4bk0gDn8ItJF182RwkMQ,DJ Cayoo,Mec Mec 2,Mec Mec 2,funk
8509,5yreLfOR4dhJLOK8wZFlhX,Mc Davi;Mc Pedrinho;MC Kapela;DJ 900,Tic Tac,Tic Tac,funk
8510,74kUWtzAk8ApDHOGkGNfT0,Mc Davi;Gaab,Cartão,Cartão,funk
8511,4HDhnw6qYZNlQqLttbHHEa,LUDMILLA,Numanice,Um Pôr do Sol na Praia,funk
8512,3ksFvNnc4Ci5bg8v98b1tD,Mc IG;Mc Kevin,DIAMANTE,Lembra,funk
8513,0H351Cn5b1uS4E4Cg1Jxb5,NAFTA,Nafta,La Carta,funk
8514,1jjmqxL4LmMpjEqOQCAZfT,Salvador Da Rima;MC Ryan SP,Conto as Horas,Conto as Horas,funk
8515,2NlLOvYk5FWHT6NGurdzES,MC Marks,Passada Discreta,Passada Discreta,funk
8516,3dkXSYgqtNE3BlLendqGnU,2T;Chris Beats Zn;Tz da Coronel;SoudCrime,Favelado Chique,1.5.7,funk
8517,6LpEuNjEwahUg1R2tYcuzw,MC PH;MC Menor da VG;Mc IG;MC Lugu;Mc lukinhas zkm;Mc Kelvinho;Mc Brisola;Mc Pedrinho,Baguncinha Chique,Baguncinha Chique,funk
8518,4PZ3p6D3GQcpiaFirr3VNW,MC PH;KayBlack;Mc Kevin,Maleta,Maleta,funk
8519,2Db7e4OXyzQFjMC34RdCOj,Tasha & Tracie;Devasto Prod;Vinex,Diretoria,Cheat Code,funk
8520,6gzVD8bO9q9AgF2y7gOAyV,Flora Matos,FLORA DE CONTROLE,FINGE QUE ME ODEIA,funk
8521,5P0jVJH9lPryyVX1pFqwXJ,Dj Viana;Dj Matheus Henrique,Barulho da cama,Barulho da cama,funk
8522,2G6M3FS6WpeRliynhEKruN,Mc Lipi,Play no Verão,Play no Verão,funk
8523,15PW92VF2PYTODv1sHgXpD,MC Ryan SP;Dj Gabriel do Borel,Paraíso da Revoada,Paraíso da Revoada,funk
8524,2RsbVYay3AwhTgOT5Hifsx,MC Rick;Dj Wesley Gonzaga,Tropa Do Cabelo Azul,Tropa Do Cabelo Azul,funk
8525,0BefNxXD09wJy0pkerQQik,MC Ryan SP;Cynthia Luz;Pedro Lotto;Chris MC,Coração Terra de Ninguém,Ciúmes,funk
8526,0jyk4jjgm4j1gUqMg4Z7Tw,Atitude 67,Atitude 67 (Ao Vivo),Dia X - Ao Vivo,funk
8527,5BP7nEs9ZwcQVF564vMTol,Kyan;Mu540,Tropa da Lacoste,Tropa da Lacoste,funk
8528,14nJ7PTwypy8fbt7hbfQqB,DJ Blakes;Mc Magrinho;Delano,Beat Oriental,Beat Oriental,funk
8529,1yLPkvFr5p6hSGkpxB3Ufx,MC Paulin da Capital;Mumuzinho;MDB,Para E Pensa,Para E Pensa,funk
8530,2enk2whIgJyoe0O9HRQZJV,Avine Vinny;Jorge,Seu Beijo Joga Sujo,Seu Beijo Joga Sujo,funk
8531,5J2SxIkVuMQq05ypE9Lnqt,Mc IG,Pela Marginal,Pela Marginal,funk
8532,1W0sYOma39HqEh4UO8Aq3i,Menor MC;DJ Matt D,Trap Funk Star,Líquido Roxo,funk
8533,5o8OPxIhE4Qcq3fBb2yh03,MC Menor da VG,Fogo na Inveja,Fogo na Inveja,funk
8534,1F950jjYRddZh4gcJDKTYo,MC Hariel,"Chora Agora, Ri Depois",Guindaste,funk
8535,0FyGl6PYFfojqfpqIybYv9,Mc Tikão;Djonga;JR ON;MC Cabelinho,A Favela Venceu,A Favela Venceu,funk
8536,3CgbPnDAJxz43kjGs4NMZY,Mc Felipe Boladão,Bonde do Tony Country,Bonde do Tony Country,funk
8537,36wWhtZyNc7YSGORYvLZ5X,Mc Kevin,Isolado No Quarto,Sentimento,funk
8538,5JXvoEZEgcU8In4etecfrh,MC Igão;MC Meno K;Dj Chulo,Que Saudade Que Eu To,Que Saudade Que Eu To,funk
8539,7j0cTjB4Vk5MiRlp8IQB8x,P.O.D.,Timeless Rock Hits,Youth of the Nation,funk
8540,0wKeObS2mudRny1hzoq8tu,ADL;Sant;Raillow;Froid,Favela Vive,Favela Vive,funk
8541,4isHeZRxdYw7IgGvl8OPwq,Chancho En Piedra,Marca Chancho,Eligiendo Una Reina,funk
8542,2tWjvpYWAjhzwHsuuvC9gM,MC Rick,My Name Mc Rick,My Names Mc Rick,funk
8543,2HIMujBUlwl3TXK1BoAhxo,Tz da Coronel;CalliCartel,É o Trem!,Show do Milhão,funk
8544,21yb68q7yxmUVDdMzp3kDu,Dj Tg Da Inestan;DJ PH DA SERRA;Dj Wesley Gonzaga;Dj Nattan;Dj Luizin;DJ João da Inestan,Meu Cotiadiano,Meu Cotiadiano,funk
